id;gen;sp;ssp;categories;group;en;rec;cnt;loc;lat;lng;alt;type;sex;stage;method;url;file;file-name;sono;osci;lic;q;length;time;date;uploaded;also;rmk;bird-seen;animal-seen;playback-used;temp;regnr;auto;dvc;mic;smp;fullfilename;filename
36913;Crypturellus;soui;;Crypturellus soui_Little Tinamou;birds;Little Tinamou;Oswaldo Cortes;Colombia;Rio Claro, Doradal, Antioquia ;5.900189;-74.84848;1500;song;;;field recording;//xeno-canto.org/36913;https://xeno-canto.org/36913/download;littletinamou102045.mp3;{'small': '//xeno-canto.org/sounds/uploaded/VVDRVZCVWW/ffts/XC36913-small.png', 'med': '//xeno-canto.org/sounds/uploaded/VVDRVZCVWW/ffts/XC36913-med.png', 'large': '//xeno-canto.org/sounds/uploaded/VVDRVZCVWW/ffts/XC36913-large.png', 'full': '//xeno-canto.org/sounds/uploaded/VVDRVZCVWW/ffts/XC36913-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/VVDRVZCVWW/wave/XC36913-small.png', 'med': '//xeno-canto.org/sounds/uploaded/VVDRVZCVWW/wave/XC36913-med.png', 'large': '//xeno-canto.org/sounds/uploaded/VVDRVZCVWW/wave/XC36913-large.png'};//creativecommons.org/licenses/by-nc-nd/2.5/;C;00:39;09:00;2009-07-04;2009-07-15;[];;unknown;unknown;unknown;;;no;;;44100;test/species/Crypturellus soui_Little Tinamou/XC36913.mp3;XC36913.mp3
119998;Crypturellus;soui;harterti;Crypturellus soui_Little Tinamou;birds;Little Tinamou;Lars Lachmann;Ecuador;Rio Canandé Reserve, Esmeraldas;0.472;-79.2139;300;song;;;field recording;//xeno-canto.org/119998;https://xeno-canto.org/119998/download;XC119998-Great Tinamou_20120320_060037.mp3;{'small': '//xeno-canto.org/sounds/uploaded/HEYJSRUDZZ/ffts/XC119998-small.png', 'med': '//xeno-canto.org/sounds/uploaded/HEYJSRUDZZ/ffts/XC119998-med.png', 'large': '//xeno-canto.org/sounds/uploaded/HEYJSRUDZZ/ffts/XC119998-large.png', 'full': '//xeno-canto.org/sounds/uploaded/HEYJSRUDZZ/ffts/XC119998-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/HEYJSRUDZZ/wave/XC119998-small.png', 'med': '//xeno-canto.org/sounds/uploaded/HEYJSRUDZZ/wave/XC119998-med.png', 'large': '//xeno-canto.org/sounds/uploaded/HEYJSRUDZZ/wave/XC119998-large.png'};//creativecommons.org/licenses/by-nc-sa/3.0/;B;00:14;6:00;2012-03-20;2013-01-25;[];heard next to the road at the clearing of Canande Lodge;no;no;no;;;no;;;44100;test/species/Crypturellus soui_Little Tinamou/XC119998.mp3;XC119998.mp3
225388;Crypturellus;soui;;Crypturellus soui_Little Tinamou;birds;Little Tinamou;Joe Klaiber;Venezuela;Caura - Las Trincheras;6.963;-64.899;60;song;;;field recording;//xeno-canto.org/225388;https://xeno-canto.org/225388/download;XC225388-110-Little-Tinamou-short.mp3;{'small': '//xeno-canto.org/sounds/uploaded/TNPOVFLZMY/ffts/XC225388-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TNPOVFLZMY/ffts/XC225388-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TNPOVFLZMY/ffts/XC225388-large.png', 'full': '//xeno-canto.org/sounds/uploaded/TNPOVFLZMY/ffts/XC225388-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/TNPOVFLZMY/wave/XC225388-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TNPOVFLZMY/wave/XC225388-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TNPOVFLZMY/wave/XC225388-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;B;00:06;00:00;2006-12-01;2015-03-23;[];;unknown;unknown;unknown;;;no;;;44100;test/species/Crypturellus soui_Little Tinamou/XC225388.mp3;XC225388.mp3
196104;Crypturellus;soui;nigriceps;Crypturellus soui_Little Tinamou;birds;Little Tinamou;Leonardo Ordóñez-Delgado;Ecuador;Reserva Maicu, Nangaritza, Zamora Chinchipe;-4.2094;-78.6397;850;song;;;field recording;//xeno-canto.org/196104;https://xeno-canto.org/196104/download;XC196104-6.1 Crypturellus soui XC.MP3;{'small': '//xeno-canto.org/sounds/uploaded/RJNSQXBIJE/ffts/XC196104-small.png', 'med': '//xeno-canto.org/sounds/uploaded/RJNSQXBIJE/ffts/XC196104-med.png', 'large': '//xeno-canto.org/sounds/uploaded/RJNSQXBIJE/ffts/XC196104-large.png', 'full': '//xeno-canto.org/sounds/uploaded/RJNSQXBIJE/ffts/XC196104-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/RJNSQXBIJE/wave/XC196104-small.png', 'med': '//xeno-canto.org/sounds/uploaded/RJNSQXBIJE/wave/XC196104-med.png', 'large': '//xeno-canto.org/sounds/uploaded/RJNSQXBIJE/wave/XC196104-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;C;00:20;07:00;2014-08-02;2014-09-20;['Cyanocorax violaceus'];;no;no;no;;;no;;;44100;test/species/Crypturellus soui_Little Tinamou/XC196104.mp3;XC196104.mp3
245109;Crypturellus;soui;;Crypturellus soui_Little Tinamou;birds;Little Tinamou;Oscar Humberto Marín Gómez;Colombia;Bosque La Meseta, Vereda San José de Suaita, Suaita, Santander;6.18;-73.42;1800;song;;;field recording;//xeno-canto.org/245109;https://xeno-canto.org/245109/download;XC245109-1795.mp3;{'small': '//xeno-canto.org/sounds/uploaded/CSUHASNRSU/ffts/XC245109-small.png', 'med': '//xeno-canto.org/sounds/uploaded/CSUHASNRSU/ffts/XC245109-med.png', 'large': '//xeno-canto.org/sounds/uploaded/CSUHASNRSU/ffts/XC245109-large.png', 'full': '//xeno-canto.org/sounds/uploaded/CSUHASNRSU/ffts/XC245109-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/CSUHASNRSU/wave/XC245109-small.png', 'med': '//xeno-canto.org/sounds/uploaded/CSUHASNRSU/wave/XC245109-med.png', 'large': '//xeno-canto.org/sounds/uploaded/CSUHASNRSU/wave/XC245109-large.png'};//creativecommons.org/licenses/by-nc-sa/3.0/;B;00:33;10:55;2014-07-02;2015-05-23;[];Reference:  1795;no;no;no;;;no;;;48000;test/species/Crypturellus soui_Little Tinamou/XC245109.mp3;XC245109.mp3
238224;Crypturellus;soui;nigriceps;Crypturellus soui_Little Tinamou;birds;Little Tinamou;Niels Krabbe;Ecuador;Pastaza: Canelos;-1.584;-77.763;500;song;;;field recording;//xeno-canto.org/238224;https://xeno-canto.org/238224/download;XC238224-Crypturellus_soui15cut6B.mp3;{'small': '//xeno-canto.org/sounds/uploaded/XTVEPHMPPJ/ffts/XC238224-small.png', 'med': '//xeno-canto.org/sounds/uploaded/XTVEPHMPPJ/ffts/XC238224-med.png', 'large': '//xeno-canto.org/sounds/uploaded/XTVEPHMPPJ/ffts/XC238224-large.png', 'full': '//xeno-canto.org/sounds/uploaded/XTVEPHMPPJ/ffts/XC238224-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/XTVEPHMPPJ/wave/XC238224-small.png', 'med': '//xeno-canto.org/sounds/uploaded/XTVEPHMPPJ/wave/XC238224-med.png', 'large': '//xeno-canto.org/sounds/uploaded/XTVEPHMPPJ/wave/XC238224-large.png'};//creativecommons.org/licenses/by-nc-sa/3.0/;B;00:36;8:07;1996-09-19;2015-04-30;[];Large clearing with second growth in humid forest. Reference: CXLVA 536-546 (Crysou7). Krabbe & Nilsson (2003) (ISBN 90-75838-06-9).;no;no;no;;;no;;;44100;test/species/Crypturellus soui_Little Tinamou/XC238224.mp3;XC238224.mp3
150144;Crypturellus;soui;;Crypturellus soui_Little Tinamou;birds;Little Tinamou;Johan Roeland;Costa Rica;Puntarenas;9.1837;-83.7146;260;song;;;field recording;//xeno-canto.org/150144;https://xeno-canto.org/150144/download;XC150144-LS110227.CS.Unknown.MP3;{'small': '//xeno-canto.org/sounds/uploaded/HDPNLPFZHF/ffts/XC150144-small.png', 'med': '//xeno-canto.org/sounds/uploaded/HDPNLPFZHF/ffts/XC150144-med.png', 'large': '//xeno-canto.org/sounds/uploaded/HDPNLPFZHF/ffts/XC150144-large.png', 'full': '//xeno-canto.org/sounds/uploaded/HDPNLPFZHF/ffts/XC150144-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/HDPNLPFZHF/wave/XC150144-small.png', 'med': '//xeno-canto.org/sounds/uploaded/HDPNLPFZHF/wave/XC150144-med.png', 'large': '//xeno-canto.org/sounds/uploaded/HDPNLPFZHF/wave/XC150144-large.png'};//creativecommons.org/licenses/by-nc-nd/3.0/;B;00:39;11:00;2012-08-16;2013-10-09;[];Repeated loud call from dense forest near waterstream. Habitat: lowland rainforest on south pacific slope.;no;no;no;;;no;;;44100;test/species/Crypturellus soui_Little Tinamou/XC150144.mp3;XC150144.mp3
498506;Crypturellus;soui;;Crypturellus soui_Little Tinamou;birds;Little Tinamou;JP Wade;Panama;Mariato District (near  Santiago), Provincia de Veraguas;7.5457;-80.9434;20;call;;;field recording;//xeno-canto.org/498506;https://xeno-canto.org/498506/download;XC498506-Little Tinamou Torio Azuero.mp3;{'small': '//xeno-canto.org/sounds/uploaded/OHJJRYKMQC/ffts/XC498506-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OHJJRYKMQC/ffts/XC498506-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OHJJRYKMQC/ffts/XC498506-large.png', 'full': '//xeno-canto.org/sounds/uploaded/OHJJRYKMQC/ffts/XC498506-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/OHJJRYKMQC/wave/XC498506-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OHJJRYKMQC/wave/XC498506-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OHJJRYKMQC/wave/XC498506-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;B;00:35;06:30;2019-09-04;2019-09-21;[];Little Tinamou calling each morning. Recording done off deck of air BnB overlooking Torio river.;no;no;no;;;no;;;48000;test/species/Crypturellus soui_Little Tinamou/XC498506.mp3;XC498506.mp3
412494;Crypturellus;soui;;Crypturellus soui_Little Tinamou;birds;Little Tinamou;JAYRSON ARAUJO DE OLIVEIRA;Brazil;Nerópolis, Goiás-Fundação Paulo de Tarso;-16.4314;-49.1459;850;song;;;field recording;//xeno-canto.org/412494;https://xeno-canto.org/412494/download;XC412494-Tururim (Crypturellus soui-OK-OK).mp3;{'small': '//xeno-canto.org/sounds/uploaded/LXKLWEDKEM/ffts/XC412494-small.png', 'med': '//xeno-canto.org/sounds/uploaded/LXKLWEDKEM/ffts/XC412494-med.png', 'large': '//xeno-canto.org/sounds/uploaded/LXKLWEDKEM/ffts/XC412494-large.png', 'full': '//xeno-canto.org/sounds/uploaded/LXKLWEDKEM/ffts/XC412494-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/LXKLWEDKEM/wave/XC412494-small.png', 'med': '//xeno-canto.org/sounds/uploaded/LXKLWEDKEM/wave/XC412494-med.png', 'large': '//xeno-canto.org/sounds/uploaded/LXKLWEDKEM/wave/XC412494-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;A;01:29;10:05;2018-04-26;2018-04-26;[];;yes;yes;yes;;;no;;;44100;test/species/Crypturellus soui_Little Tinamou/XC412494.mp3;XC412494.mp3
112976;Crypturellus;soui;;Crypturellus soui_Little Tinamou;birds;Little Tinamou;Sander Bot;Costa Rica;Puntarenas;8.5194;-83.4071;260;song;;;field recording;//xeno-canto.org/112976;https://xeno-canto.org/112976/download;XC112976-LittleTinamou18aug2012DosBrasosCostaRica.mp3;{'small': '//xeno-canto.org/sounds/uploaded/HZKCNRIPRH/ffts/XC112976-small.png', 'med': '//xeno-canto.org/sounds/uploaded/HZKCNRIPRH/ffts/XC112976-med.png', 'large': '//xeno-canto.org/sounds/uploaded/HZKCNRIPRH/ffts/XC112976-large.png', 'full': '//xeno-canto.org/sounds/uploaded/HZKCNRIPRH/ffts/XC112976-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/HZKCNRIPRH/wave/XC112976-small.png', 'med': '//xeno-canto.org/sounds/uploaded/HZKCNRIPRH/wave/XC112976-med.png', 'large': '//xeno-canto.org/sounds/uploaded/HZKCNRIPRH/wave/XC112976-large.png'};//creativecommons.org/licenses/by-nc-sa/3.0/;B;00:38;08:30;2012-08-18;2012-11-19;['Habia atrimaxillaris'];;no;no;no;;;no;;;44100;test/species/Crypturellus soui_Little Tinamou/XC112976.mp3;XC112976.mp3
456452;Crypturellus;variegatus;;Crypturellus variegatus_Variegated Tinamou;birds;Variegated Tinamou;GABRIEL LEITE;Brazil;Amajari, State of Roraima;3.3821;-61.4464;130;song;;;field recording;//xeno-canto.org/456452;https://xeno-canto.org/456452/download;XC456452-Crypturellus variegatus_Maraca_1216.mp3;{'small': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC456452-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC456452-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC456452-large.png', 'full': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC456452-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/wave/XC456452-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/wave/XC456452-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/wave/XC456452-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;A;00:15;07:00;2019-02-05;2019-02-11;[];;no;no;no;;;no;;;48000;test/species/Crypturellus variegatus_Variegated Tinamou/XC456452.mp3;XC456452.mp3
427278;Crypturellus;variegatus;;Crypturellus variegatus_Variegated Tinamou;birds;Variegated Tinamou;Caio Brito;Brazil;Trilha Mata da Lagoa - Carajás, Parauapebas-PA, Pará;-6.032514;-50.087143;680;canto;;;field recording;//xeno-canto.org/427278;https://xeno-canto.org/427278/download;XC427278-Crypturellus variegatus -Caio Brito-(Parauapebas-PA)-BRITO2261.mp3;{'small': '//xeno-canto.org/sounds/uploaded/YWWWUBVAJF/ffts/XC427278-small.png', 'med': '//xeno-canto.org/sounds/uploaded/YWWWUBVAJF/ffts/XC427278-med.png', 'large': '//xeno-canto.org/sounds/uploaded/YWWWUBVAJF/ffts/XC427278-large.png', 'full': '//xeno-canto.org/sounds/uploaded/YWWWUBVAJF/ffts/XC427278-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/YWWWUBVAJF/wave/XC427278-small.png', 'med': '//xeno-canto.org/sounds/uploaded/YWWWUBVAJF/wave/XC427278-med.png', 'large': '//xeno-canto.org/sounds/uploaded/YWWWUBVAJF/wave/XC427278-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;A;00:12;18:05;2017-04-05;2018-07-23;[];"habitat:Amazônia - Centro Xingu;
recorder:Sony PCM-M10;
microphone:Sennheiser ME-066;
volume setting:7.;
weather:Ensolarado;";unknown;unknown;unknown;;;no;;;44100;test/species/Crypturellus variegatus_Variegated Tinamou/XC427278.mp3;XC427278.mp3
272386;Crypturellus;variegatus;;Crypturellus variegatus_Variegated Tinamou;birds;Variegated Tinamou;Peter Boesman;Suriname;Mozeskreek area, W Suriname;4.85;-56.78;;song;;;field recording;//xeno-canto.org/272386;https://xeno-canto.org/272386/download;XC272386-LS_53661 Variegated Tinamou song A.mp3;{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC272386-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC272386-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC272386-large.png', 'full': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC272386-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC272386-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC272386-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC272386-large.png'};//creativecommons.org/licenses/by-nc-nd/4.0/;A;00:15;06:00:00 PM;2011-03-14;2015-08-26;[];;unknown;unknown;unknown;;;no;;;44100;test/species/Crypturellus variegatus_Variegated Tinamou/XC272386.mp3;XC272386.mp3
257248;Crypturellus;variegatus;;Crypturellus variegatus_Variegated Tinamou;birds;Variegated Tinamou;John V. Moore;Ecuador;Orellana: Laguna Añangu ('Napo Wildlife Center'), s-bank Río Napo;-0.523;-76.438;230;song;;;field recording;//xeno-canto.org/257248;https://xeno-canto.org/257248/download;XC257248-01.012.02.Variegated_Tinamou.mp3;{'small': '//xeno-canto.org/sounds/uploaded/YKKDTZHLUU/ffts/XC257248-small.png', 'med': '//xeno-canto.org/sounds/uploaded/YKKDTZHLUU/ffts/XC257248-med.png', 'large': '//xeno-canto.org/sounds/uploaded/YKKDTZHLUU/ffts/XC257248-large.png', 'full': '//xeno-canto.org/sounds/uploaded/YKKDTZHLUU/ffts/XC257248-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/YKKDTZHLUU/wave/XC257248-small.png', 'med': '//xeno-canto.org/sounds/uploaded/YKKDTZHLUU/wave/XC257248-med.png', 'large': '//xeno-canto.org/sounds/uploaded/YKKDTZHLUU/wave/XC257248-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;A;00:14;?;2005-05-00;2015-07-16;[];<a href=http://johnvmoorenaturerecordings.com/pubs/ECUAD/main.htm>Moore et al. 2013: Bird Sounds of Ecuador DVD </a>At dawn;unknown;unknown;no;;;no;;;44100;test/species/Crypturellus variegatus_Variegated Tinamou/XC257248.mp3;XC257248.mp3
257247;Crypturellus;variegatus;;Crypturellus variegatus_Variegated Tinamou;birds;Variegated Tinamou;John V. Moore;Ecuador;Sucumbíos: 'Sacha Lodge', n bank Río Napo;-0.472;-76.459;220;song;;;field recording;//xeno-canto.org/257247;https://xeno-canto.org/257247/download;XC257247-01.012.01.Variegated_Tinamou.mp3;{'small': '//xeno-canto.org/sounds/uploaded/YKKDTZHLUU/ffts/XC257247-small.png', 'med': '//xeno-canto.org/sounds/uploaded/YKKDTZHLUU/ffts/XC257247-med.png', 'large': '//xeno-canto.org/sounds/uploaded/YKKDTZHLUU/ffts/XC257247-large.png', 'full': '//xeno-canto.org/sounds/uploaded/YKKDTZHLUU/ffts/XC257247-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/YKKDTZHLUU/wave/XC257247-small.png', 'med': '//xeno-canto.org/sounds/uploaded/YKKDTZHLUU/wave/XC257247-med.png', 'large': '//xeno-canto.org/sounds/uploaded/YKKDTZHLUU/wave/XC257247-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;A;00:13;?;1993-11-00;2015-07-16;[];<a href=http://johnvmoorenaturerecordings.com/pubs/ECUAD/main.htm>Moore et al. 2013: Bird Sounds of Ecuador DVD </a>;unknown;unknown;no;;;no;;;44100;test/species/Crypturellus variegatus_Variegated Tinamou/XC257247.mp3;XC257247.mp3
250738;Crypturellus;variegatus;;Crypturellus variegatus_Variegated Tinamou;birds;Variegated Tinamou;Niels Krabbe;Ecuador;Napo: 'Gareno (Guaponi) Lodge';-1.035;-77.399;c.400;song;;;field recording;//xeno-canto.org/250738;https://xeno-canto.org/250738/download;XC250738-Cryvar120704bA.mp3;{'small': '//xeno-canto.org/sounds/uploaded/XTVEPHMPPJ/ffts/XC250738-small.png', 'med': '//xeno-canto.org/sounds/uploaded/XTVEPHMPPJ/ffts/XC250738-med.png', 'large': '//xeno-canto.org/sounds/uploaded/XTVEPHMPPJ/ffts/XC250738-large.png', 'full': '//xeno-canto.org/sounds/uploaded/XTVEPHMPPJ/ffts/XC250738-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/XTVEPHMPPJ/wave/XC250738-small.png', 'med': '//xeno-canto.org/sounds/uploaded/XTVEPHMPPJ/wave/XC250738-med.png', 'large': '//xeno-canto.org/sounds/uploaded/XTVEPHMPPJ/wave/XC250738-large.png'};//creativecommons.org/licenses/by-sa/4.0/;A;00:10;18:01;2004-07-12;2015-06-07;[];Humid secondary forest;no;no;no;;;no;;;44100;test/species/Crypturellus variegatus_Variegated Tinamou/XC250738.mp3;XC250738.mp3
238234;Crypturellus;variegatus;;Crypturellus variegatus_Variegated Tinamou;birds;Variegated Tinamou;Niels Krabbe;Ecuador;Orellana: 'Maxus' road km 37 (27 km SSE Pompeya);-0.641;-76.461;250;song;;;field recording;//xeno-canto.org/238234;https://xeno-canto.org/238234/download;XC238234-Crypturellus_variegatus21cut1B.mp3;{'small': '//xeno-canto.org/sounds/uploaded/XTVEPHMPPJ/ffts/XC238234-small.png', 'med': '//xeno-canto.org/sounds/uploaded/XTVEPHMPPJ/ffts/XC238234-med.png', 'large': '//xeno-canto.org/sounds/uploaded/XTVEPHMPPJ/ffts/XC238234-large.png', 'full': '//xeno-canto.org/sounds/uploaded/XTVEPHMPPJ/ffts/XC238234-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/XTVEPHMPPJ/wave/XC238234-small.png', 'med': '//xeno-canto.org/sounds/uploaded/XTVEPHMPPJ/wave/XC238234-med.png', 'large': '//xeno-canto.org/sounds/uploaded/XTVEPHMPPJ/wave/XC238234-large.png'};//creativecommons.org/licenses/by-nc-sa/3.0/;A;00:13;10:30;1994-07-12;2015-04-30;[];"Distorted. Tall, humid primary hill forest admixed with smaller patches of ""várzea"" in valleys. Reference: LXXXIIIB 79-81 (Cryvar5). Krabbe & Nilsson (2003) (ISBN 90-75838-06-9).";no;no;no;;;no;;;44100;test/species/Crypturellus variegatus_Variegated Tinamou/XC238234.mp3;XC238234.mp3
171119;Crypturellus;variegatus;;Crypturellus variegatus_Variegated Tinamou;birds;Variegated Tinamou;Bruno Lima;Brazil;Manaus, Amazonas;-2.6007;-59.9242;130;song;;;field recording;//xeno-canto.org/171119;https://xeno-canto.org/171119/download;XC171119-Crypturellus variegatus Manaus-AM.mp3;{'small': '//xeno-canto.org/sounds/uploaded/DVJCMXOTVL/ffts/XC171119-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DVJCMXOTVL/ffts/XC171119-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DVJCMXOTVL/ffts/XC171119-large.png', 'full': '//xeno-canto.org/sounds/uploaded/DVJCMXOTVL/ffts/XC171119-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/DVJCMXOTVL/wave/XC171119-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DVJCMXOTVL/wave/XC171119-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DVJCMXOTVL/wave/XC171119-large.png'};//creativecommons.org/licenses/by-nc-sa/3.0/;A;00:06;17:30;2014-03-11;2014-03-26;[];;no;no;no;;;no;;;44100;test/species/Crypturellus variegatus_Variegated Tinamou/XC171119.mp3;XC171119.mp3
171047;Crypturellus;variegatus;;Crypturellus variegatus_Variegated Tinamou;birds;Variegated Tinamou;Bruno Lima;Brazil;Manaus, Amazonas;-2.6007;-59.9242;130;song;;;field recording;//xeno-canto.org/171047;https://xeno-canto.org/171047/download;XC171047-Crypturellus variegatus Manaus-AM.mp3;{'small': '//xeno-canto.org/sounds/uploaded/DVJCMXOTVL/ffts/XC171047-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DVJCMXOTVL/ffts/XC171047-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DVJCMXOTVL/ffts/XC171047-large.png', 'full': '//xeno-canto.org/sounds/uploaded/DVJCMXOTVL/ffts/XC171047-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/DVJCMXOTVL/wave/XC171047-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DVJCMXOTVL/wave/XC171047-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DVJCMXOTVL/wave/XC171047-large.png'};//creativecommons.org/licenses/by-nc-sa/3.0/;A;00:06;17:30;2014-03-02;2014-03-25;[];;no;no;no;;;no;;;44100;test/species/Crypturellus variegatus_Variegated Tinamou/XC171047.mp3;XC171047.mp3
129846;Crypturellus;variegatus;;Crypturellus variegatus_Variegated Tinamou;birds;Variegated Tinamou;Eric DeFonso;Brazil;Cristalino Jungle Lodge, MT;-9.5981;-55.932;260;song;;;field recording;//xeno-canto.org/129846;https://xeno-canto.org/129846/download;XC129846-20110919-1741-1086-BR-MT-Cristalino Reserve-Variegated Tinamou.mp3;{'small': '//xeno-canto.org/sounds/uploaded/KTLCZCRCQX/ffts/XC129846-small.png', 'med': '//xeno-canto.org/sounds/uploaded/KTLCZCRCQX/ffts/XC129846-med.png', 'large': '//xeno-canto.org/sounds/uploaded/KTLCZCRCQX/ffts/XC129846-large.png', 'full': '//xeno-canto.org/sounds/uploaded/KTLCZCRCQX/ffts/XC129846-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/KTLCZCRCQX/wave/XC129846-small.png', 'med': '//xeno-canto.org/sounds/uploaded/KTLCZCRCQX/wave/XC129846-med.png', 'large': '//xeno-canto.org/sounds/uploaded/KTLCZCRCQX/wave/XC129846-large.png'};//creativecommons.org/licenses/by-nc-sa/3.0/;A;00:15;17:41;2011-09-19;2013-04-17;[];One full strophe of song, recorded from the base of the old 50m tower in terra firme forest. Some boat noise in distance.;no;no;no;;;no;;;48000;test/species/Crypturellus variegatus_Variegated Tinamou/XC129846.mp3;XC129846.mp3
129844;Crypturellus;variegatus;;Crypturellus variegatus_Variegated Tinamou;birds;Variegated Tinamou;Eric DeFonso;Brazil;Cristalino Jungle Lodge, MT;-9.5981;-55.932;260;song;;;field recording;//xeno-canto.org/129844;https://xeno-canto.org/129844/download;XC129844-20110919-1738-1084-BR-MT-Cristalino Reserve-Variegated Tinamou.mp3;{'small': '//xeno-canto.org/sounds/uploaded/KTLCZCRCQX/ffts/XC129844-small.png', 'med': '//xeno-canto.org/sounds/uploaded/KTLCZCRCQX/ffts/XC129844-med.png', 'large': '//xeno-canto.org/sounds/uploaded/KTLCZCRCQX/ffts/XC129844-large.png', 'full': '//xeno-canto.org/sounds/uploaded/KTLCZCRCQX/ffts/XC129844-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/KTLCZCRCQX/wave/XC129844-small.png', 'med': '//xeno-canto.org/sounds/uploaded/KTLCZCRCQX/wave/XC129844-med.png', 'large': '//xeno-canto.org/sounds/uploaded/KTLCZCRCQX/wave/XC129844-large.png'};//creativecommons.org/licenses/by-nc-sa/3.0/;A;00:12;17:38;2011-09-19;2013-04-17;[];One full strophe of song, recorded from the base of the old 50m tower in terra firme forest.;no;no;no;;;no;;;48000;test/species/Crypturellus variegatus_Variegated Tinamou/XC129844.mp3;XC129844.mp3
